status_id,ss_headlines,headline,neg,neu,pos
1405630409737397_1563936240573479,0.5719,Find Out Why This Latino Teacher is Thankful for Donald Trump,0,0.73,0.27
1405630409737397_1564053600561743,0,"Meet Lucia Quiej, The Woman Who Put A Face To The Immigration Debate",0,1,0
1405630409737397_1564121783888258,0,Here’s Why @dulcecandy Might Be The Fiercest Latina On Instagram,0,1,0
1405630409737397_1564227063877730,0,13 Things That Are Too Real If You're The Only Latino At Your Office,0,1,0
1405630409737397_1564227380544365,-0.1779,You Can Actually Face Swap With The Tapatio Guy And It's Weird AF,0.124,0.876,0
1405630409737397_1564227647211005,0.3818,"“Rich Mexican Girl” Tells the Truth about the Infamous, Viral Cocaine Challenge",0,0.735,0.265
1405630409737397_1564230107210759,0,Quiz: What’s Your Taco Personality?,0,1,0
1405630409737397_1564413097192460,0.4215,Brad Pitt Is Making A Movie About This Inspiring Immigrant,0,0.741,0.259
1405630409737397_1564413850525718,-0.5106,8 Things That Inevitably Happen When You’re Sick,0.355,0.645,0
1405630409737397_1564507487183021,-0.6115,The Most Ridiculous Things Our Parents Told Us NOT to Do Because “Eso No Hacen Las Niñas”,0.25,0.75,0
1405630409737397_1564509417182828,-0.5574,"Beer Tasted Like Piss and Clamato Was Disgusting, But We Can’t Get Enough of All These Drinks Now",0.258,0.636,0.106
1405630409737397_1564509637182806,0.481,A Las Vegas Taco Shop Put Two Burglars on Blast in this Hilarious Commercial,0,0.793,0.207
1405630409737397_1564509817182788,-0.3818,"Songs We Heard at Every Baptism, Quince, Wedding, Sometimes Even Funerals",0.206,0.794,0
1405630409737397_1564585673841869,0,This Old Sofia Vergara Interview with Bill Cosby Will Totally Creep You Out,0,1,0
1405630409737397_1564589023841534,0,Instagram Would’ve Made Rebelde More Dramatic,0,1,0
1405630409737397_1564798737153896,-0.34,Latina Says She Was Humiliated by Airport Employee Because Her Mom Doesn’t Speak English,0.156,0.844,0
1405630409737397_1564799830487120,-0.4019,Red Flags That Scream You’re Dating a Complete Psycho,0.278,0.722,0
1405630409737397_1564844057149364,0,"Not Third-World Countries, these are Border Towns in Texas",0,1,0
1405630409737397_1564844327149337,-0.4019,Donald Trump’s First Campaign Ad is as Misleading as You Would Think,0.197,0.803,0
1405630409737397_1564916533808783,-0.2732,"Cuban Youth So Hungry for American Trends, They are Willing to Risk Everything",0.149,0.851,0
1405630409737397_1564928660474237,0.5106,This Guy Survived being Stranded in the Ocean for More than a Year,0,0.769,0.231
1405630409737397_1564979830469120,0.5994,That Moment When You’re Miraculously Blessed By el Airecito de la Rosa de Guadalupe,0,0.769,0.231
1405630409737397_1565011130465990,0,Watch Tina Fey Try Her Hardest to Name 20 Latino Performers,0,1,0
1405630409737397_1565040953796341,0.4939,Justin Bieber was the Chambelan de Honor for this Quinceañera,0,0.738,0.262
1405630409737397_1565041160462987,0,15 Spanish Words that Don’t Technically Exist but We Use Every Day,0,1,0
1405630409737397_1565175370449566,-0.4767,Proof Latino Parents Deprived Us of a Normal Childhood,0.307,0.693,0
1405630409737397_1565224123778024,0,"Not Male, Not Female, but Muxe, Mexico’s Third Gender",0,1,0
1405630409737397_1565253643775072,0,9 Latinos On TV Who Awesomely Defy Stereotypes,0,1,0
1405630409737397_1565268207106949,0.1531,These Ex-Gang Members Got Emotional About Turning Their Lives Around,0,0.849,0.151
1405630409737397_1565320190435084,0,Ted Cruz Does NOT Deserve The Latino Vote And Here's Why,0,1,0
1405630409737397_1565347483765688,-0.3353,"She Caught Her Man Riding Around With A Side Chick, So She Blocked Traffic And Went HAM On Him",0.123,0.877,0
1405630409737397_1565350803765356,0.3182,A Swiss Company Invented A Way To Get Fresh Tortillas With The Push Of A Button,0,0.839,0.161
1405630409737397_1565352527098517,-0.6249,Worst Questions Latino Vegans Get Asked,0.451,0.549,0
1405630409737397_1565523813748055,-0.7713,So Sad: Latino Parents Insult Themselves Without Knowing It,0.489,0.511,0
1405630409737397_1565653703735066,0.5719,Sh*t You Get For Not Speaking Perfect Spanish,0,0.654,0.346
1405630409737397_1565686123731824,-0.3182,"9 Latino-Inspired Products That Are Good, Bad And Weird",0.397,0.382,0.221
1405630409737397_1565690513731385,0,Guatemalan VS. Mexican Food,0,1,0
1405630409737397_1565706707063099,-0.6249,Violence At The Donald Trump Rally Was Intentional,0.369,0.631,0
1405630409737397_1565792227054547,0.7184,How A Plus-Size Latina Model is Using Social Media to Encourage Women to Be Healthy,0,0.667,0.333
1405630409737397_1565804653719971,0,"What Shall We Call Us? The Debate Around ""Latinx"" Continues",0,1,0
1405630409737397_1565807200386383,0,Which Of These 7 Types Of Amigas Are You?,0,1,0
1405630409737397_1565866410380462,0,8 Memes Only Latinos Understand,0,1,0
1405630409737397_1565866607047109,0.6597,15 Hilarious Signs that Show Mexicans Can’t Help But Talk S***,0,0.625,0.375
1405630409737397_1565867210380382,0,Quiz: Which “Rebelde” Character Are You?,0,1,0
1405630409737397_1565867583713678,0,How Do They Never Age? Latino Celebrities Who Are Probably Vampires,0,1,0
1405630409737397_1566151143685322,-0.34,"After Attending A Gay Friend's Wedding, Jenni Rivera's Sister Says She Made A Mistake",0.179,0.821,0
1405630409737397_1566169877016782,0.4215,11 Safety Tips For Anyone With A Vagina,0,0.682,0.318
1405630409737397_1566171247016645,0.7579,Things Latinas With Perfect Eyebrows Know To Be True,0,0.519,0.481
1405630409737397_1566172597016510,0.296,Latino Millennials Are Helping Bernie Sanders Out With More Than Just Their Vote,0,0.845,0.155
1405630409737397_1566209860346117,0.3818,Certain Latinos Should Not Overshare On Social Media For Legal Reasons,0,0.714,0.286
1405630409737397_1566212740345829,0,"Even Though Disney's Latina Princesses Stirred Controversy, We Should Have More Of 'Em",0,1,0
1405630409737397_1566224500344653,0.5859,Here's How Politicians Try (And Fail) To Win Over Latino Voters,0,0.725,0.275
1405630409737397_1566246850342418,0.3612,This is What A $6 Million Quinceañera Looks Like,0,0.737,0.263
1405630409737397_1566426706991099,0.4588,These Are The Latinas You’re Glad You Left In the Past,0,0.769,0.231
1405630409737397_1566426856991084,0.4939,Cubans Just Got WiFi this Year and They Already Figured Out How to Use It to Migrant Safely to...,0,0.849,0.151
1405630409737397_1566617076972062,-0.6486,"When Texas Settlers Were Abusing Mexicans, This Man Fought Back",0.398,0.602,0
1405630409737397_1566658826967887,0,"This Latina's Acoustic Cover Of ""Work"" By Rihanna Will Send Chills Down Your Spine",0,1,0
1405630409737397_1566660463634390,0.4019,The Vice President Running Mate For The Democratic Party Could Be One Of Us,0,0.828,0.172
1405630409737397_1566663720300731,-0.6483,You Won't Believe Who Won And Who Lost The Latino Vote In The Florida Primary,0.29,0.71,0
1405630409737397_1566671013633335,0,What People Actually Mean When They Say Someone Is Exotic,0,1,0
1405630409737397_1566671596966610,0.5106,Watch: You'll Have A Newfound Appreciation for This Tex-Mex Staple,0,0.708,0.292
1405630409737397_1566719770295126,-0.4215,This Little Brazilian Boy Is Crushed When He Realizes His Mom Was About To Cook An Actual Chicken,0.141,0.859,0
1405630409737397_1566745483625888,-0.1531,This Bordertown Beauty Queen Went From Brownsville To Killing Demons On TV,0.242,0.549,0.209
1405630409737397_1566766170290486,0.4576,Demi Lovato Had A Very Special Anniversary,0,0.626,0.374
1405630409737397_1566970616936708,0,This Guy Put On Lip Liner And Sharpie Eyebrows To Show You The Cholo Zumba,0,1,0
1405630409737397_1567065896927180,0.4404,In Celebration Of Funny Latinas,0,0.58,0.42
1405630409737397_1567106930256410,-0.2732,"If The FBI Has Its Way With Apple, Latinos Are At Risk",0.16,0.84,0
1405630409737397_1567107093589727,0.4019,These Companies Are Making Hilarious Shirts Latinos Need To Own,0,0.769,0.231
1405630409737397_1567179203582516,0,We Can Guess What Kind Of Latina Tía You’re Shaping Into Based On Your Personality,0,1,0
1405630409737397_1567202736913496,0,Undeniable Proof That Filipinos Are Our Brothers From Another Mother,0,1,0
1405630409737397_1567203176913452,0.4576,Most Interesting Man In The World Replaced With Younger Dude,0,0.75,0.25
1405630409737397_1567214646912305,0.4588,"This Is The Thirstiest William Levy Post The Internet Has Ever Seen, You're Welcome",0,0.813,0.188
1405630409737397_1567250613575375,-0.2732,Bill O'Reilly Asked Jorge Ramos If Supporting Donald Trump's Wall Plan Makes Him Racist,0.212,0.635,0.153
1405630409737397_1567378373562599,-0.4019,These Marriages will Piss You Off,0.351,0.649,0
1405630409737397_1567378546895915,0,11 Rules Every Latino Unconsciously Lives By,0,1,0
1405630409737397_1567397976893972,-0.4767,Just Try To Make It Through This 'American Idol' Performance Without Crying,0.22,0.78,0
1405630409737397_1567651103535326,0,How Kylie Stole the Latina Look,0,1,0
1405630409737397_1567651253535311,0,Quiz: Do You Know the “Selena” Movie By Heart?,0,1,0
1405630409737397_1567651920201911,-0.3818,"From Funerals to Hospital Visits, 11 Times Latinos Overshared Via Selfies",0.206,0.794,0
1405630409737397_1567652186868551,0,Things You Find in Every Mexican Kitchen,0,1,0
1405630409737397_1567787563521680,-0.5106,15 #MexicanMomQuotes That Terrified Us Growing Up,0.374,0.467,0.159
1405630409737397_1567787970188306,-0.4215,A Gay Latina Came Out to Her Family and Took Photos of the Moment She Broke the News,0.149,0.851,0
1405630409737397_1567788090188294,-0.4404,Quiz: We Know Which Telenovela Villain Is Your Spirit Animal,0.271,0.602,0.128
1405630409737397_1567796506854119,0.0772,America Ferrera Responds to the #LatinaFey Challenge by Throwing Some Expert Shade,0,0.894,0.106
1405630409737397_1567796866854083,-0.5256,Quinceañera Vals Dances that Went Totally Wrong,0.361,0.639,0
1405630409737397_1567797513520685,0,A New Documentary Tells the Story of Latinas Who Were Sterilized Without Knowing It,0,1,0
1405630409737397_1567797626854007,-0.4939,11 Latin American Legends Our Parents Used to Scare the Sh*t Out of Us,0.198,0.802,0
1405630409737397_1567798103520626,0,10 Trends Frida Kahlo Started,0,1,0
1405630409737397_1567933983507038,0.2732,"Kali Uchis Makes You Feel Colombia’s Energy in Her Latest Video, ‘Ridin Round’",0,0.851,0.149
1405630409737397_1567934180173685,0,23 Photos of Weird-Ass Taco Tattoos that are Completely Real,0,1,0
1405630409737397_1567934966840273,-0.1027,Fake Weddings are Becoming the Hottest Parties for Singles in Argentina,0.209,0.608,0.182
1405630409737397_1567935866840183,0.1027,11 Latina Celebs with the Best Resting Bitch Face,0.253,0.467,0.28
1405630409737397_1567936000173503,0.4019,Would You Let these White Guys Dress You? Yes.,0,0.748,0.252
1405630409737397_1568319173468519,0,Stereotypes That Are Absolutely False About Latinos,0,1,0
1405630409737397_1568319470135156,0.6369,These #LatinasAreNot Tweets Slays Stereotypes Perfectly,0,0.543,0.457
1405630409737397_1568563283444108,-0.891,Quiz: Are You a Bad Bitch or Just Bitchy?,0.679,0.321,0
1405630409737397_1568623753438061,0.6705,"You Can Thank Germany, China and Ghana for Some of Your Favorite Latin Foods",0,0.686,0.314
1405630409737397_1568640806769689,0,"THR Claims A U.S. Movie About Hemingway Is The ""First"" Shot In Cuba In 50 Years",0,1,0
1405630409737397_1568642073436229,0.0258,13 Ways Mexicans Prevented Home Burglaries,0,0.82,0.18
1405630409737397_1568692016764568,0,Latinos Will Never Look At These Emojis The Same Again,0,1,0
1405630409737397_1568692766764493,0,"If ""Sex And The City"" Starred Latinas",0,1,0
1405630409737397_1568693226764447,-0.5574,Shocking Footage of a Trump Supporter Attacking A Latino and A Muslim Surfaces,0.385,0.473,0.142
1405630409737397_1568751100091993,0.3612,La Reina Del Sur Told Diane Sawyer About What It Was Like To Meet El Chapo,0,0.857,0.143
1405630409737397_1568751640091939,0.4588,"This Baller Proved Mexicans Don’t Just Excel At Baseball, Boxing And Soccer",0,0.786,0.214
1405630409737397_1568752173425219,0,"This Ex-Gang Member Used To Run The Streets Of L.A., Now He’s An Emmy-Nominated Actor",0,1,0
1405630409737397_1568764040090699,0,"Next Time Someone Says We Need A Border Wall, Show Them This",0,1,0
1405630409737397_1569110866722683,0.1779,Weather Girl Embraces Her Assets On Instagram Over And Over and Over Again,0,0.876,0.124
1405630409737397_1569231016710668,0,"Mexican Star To Act Along Side Zac Efron and Dwayne ""The Rock” Johnson",0,1,0
1405630409737397_1569240490043054,0.6369,Kat Von D Just Proved Her Love For Selena To The World And It's Music To Our Ears,0,0.792,0.208
1405630409737397_1569275350039568,-0.0516,Oscar Isaac's Trick For Eating Hot Cheetos Is Totally Genius,0.118,0.882,0
1405630409737397_1569288406704929,0.3612,Here’s What It’s Like To Speak English And Move To Mexico In The Middle Of Your Childhood,0,0.865,0.135
1405630409737397_1569292620037841,0,"Selena Gomez, Queen of Shade",0,1,0
1405630409737397_1569293000037803,0.296,YouTube Star Miranda Sings Tries Mexican Candies and Isn’t Afraid to Share Her Opinion,0,0.855,0.145
1405630409737397_1569295310037572,0.5859,Relive Mexican Beauty Trends of the Last 100 Years,0,0.678,0.322
1405630409737397_1569423510024752,-0.4588,This Celebrity Gets A Digital Beating For Running His Mouth.,0.273,0.727,0
1405630409737397_1569672599999843,0,This Latina Shows You How to Respond to That Tía Who Call You Fat,0,1,0
1405630409737397_1569719116661858,-0.3818,"It’s Embarrassing, But Face It: All Mexicans Own These Things",0.224,0.776,0
1405630409737397_1569719339995169,0.3612,This Kid from Compton Sings Corridos Like a Mexican,0,0.737,0.263
1405630409737397_1569765356657234,0,"If You Can Finish a 30-Pound Burrito, This Restaurant Will Make You Part Owner",0,1,0
1405630409737397_1569786766655093,0.5719,7 Hot Celebs That Celebrate #NationalDogDay Everyday,0,0.575,0.425
1405630409737397_1569792633321173,0.3612,11 Times Starbucks Butchered Latino Names Like It was Nothing,0,0.783,0.217
1405630409737397_1569801489986954,0.2732,Quiz: How Well Do You Know Mom Sayings?,0,0.769,0.231
1405630409737397_1569818619985241,0.1531,"Things That Embarrassed Us About Our Culture, But Now Make Us Proud",0.16,0.641,0.199
1405630409737397_1570003216633448,0,Can You Guess the Mexican Candy Brand by Looking at a Piece of Its Logo?,0,1,0
1405630409737397_1570003503300086,0.4404,White People Discovering Mangoes on a Stick Inspires La Quirky Nancy,0,0.756,0.244
1405630409737397_1570226536611116,0,11 Things Only a Person From a Big Latino Family Will Understand,0,1,0
1405630409737397_1570290363271400,-0.1531,Quiz: Which Badass Movie Latina Are You?,0.211,0.789,0
1405630409737397_1570294886604281,-0.3612,11 Things Latinos Need to Stop Apologizing For,0.368,0.632,0
1405630409737397_1570311169935986,-0.3197,"For A Moment, The First Lady Looked Kinda Annoyed At President Obama During The Tampa Bay Rays Vs...",0.126,0.874,0
1405630409737397_1570313179935785,-0.5106,Raúl Castro Asked For A List Of Political Prisoners So He Can Release Them And The World Responded,0.171,0.829,0
1405630409737397_1570373636596406,-0.2411,"Largest Border Patrol Local Union Won't Endorse Anyone For President, But They Just Blogged About...",0.123,0.877,0
1405630409737397_1570374316596338,0,Only A Latino Knows What These Words Really Mean,0,1,0
1405630409737397_1570379669929136,0.3612,Here’s What Teenage Life Looks Like When You’re Undocumented,0,0.762,0.238
1405630409737397_1570462209920882,0.4939,"Mexican Soccer Player Says He’s Not Gay, But if He Was, You Shouldn’t Care",0,0.802,0.198
1405630409737397_1570463953254041,-0.296,Today’s Men Are No Longer Living By Dad’s Machista Standards,0.196,0.804,0
1405630409737397_1570802123220224,-0.6289,It’s Been 10 Years Since La Caida De Edgar. WTH Is He Up To Now?,0.228,0.772,0
1405630409737397_1570887753211661,-0.1779,9 Weird Ways Latinos Talk About Sex,0.254,0.746,0
1405630409737397_1570891809877922,0.6369,Rosario Dawson Laid Down Some Truth On Bernie Sanders Supporters At A San Diego Rally,0,0.698,0.302
1405630409737397_1570892079877895,-0.5106,We Can Tell If You Cheated During Lent,0.32,0.68,0
1405630409737397_1570909939876109,0,13 Celebs Who Changed The Name They Were Born With,0,1,0
1405630409737397_1570998883200548,0,13 Photos Any Catholic Latino Will Understand,0,1,0
1405630409737397_1571004536533316,0.4767,13 Photos That Prove Capirotada Looks Weird AF But Tastes Amazing,0.117,0.621,0.262
1405630409737397_1571005856533184,0,President Obama Got Very Close With An Argentinian Tango Dancer,0,1,0
1405630409737397_1571204536513316,0.34,This Latina is Giving Adele a Run for Her Money,0,0.769,0.231
1405630409737397_1571204646513305,0,You Never Say These Things to a Latina You’re Dating,0,1,0
1405630409737397_1571210129846090,0,You Know You’re Mexican When You Have these Cousins in Your Fam,0,1,0
1405630409737397_1571380456495724,0.5719,Here are 3 Perfect Selena Lyrics for Your Breakup Posts and 12 More for Other Situations,0,0.791,0.209
1405630409737397_1571380739829029,0,Expectations Guys Have of Their Latina GFs,0,1,0
1405630409737397_1571381193162317,0.4404,How Homegirls Got Friendship Right,0,0.58,0.42
1405630409737397_1571381613162275,-0.3182,"Your Office Might be Boring, Unless there are Some Latinos, Here’s Why",0.173,0.827,0
1405630409737397_1571381889828914,0.4215,Quiz: Can You Guess Spanish Names of these Popular Characters from Your Childhood?,0,0.811,0.189
1405630409737397_1571382669828836,0.5267,Quiz: Which Sexy Telenovela Galán Are You Supposed to Spend Your Life With?,0,0.779,0.221
1405630409737397_1571383073162129,0,7 Quotes from La Doña María Félix that Will Get You through the Week,0,1,0
1405630409737397_1571441689822934,0,6 Celeb-Inspired Easter Outfits That’ll Have All Eyes On You From Misa To Brunch,0,1,0
1405630409737397_1571816959785407,0.6369,Signs You’re Too in Love with Chile,0,0.588,0.412
1405630409737397_1571818843118552,0,The Factual Reason Why Latinos Just Won’t Diet,0,1,0
1405630409737397_1571820096451760,-0.4939,Fear: The Oldest Form of Latino Discipline,0.348,0.652,0
1405630409737397_1572045089762594,0,11 Quotes from ‘The Alchemist’ that Changed My Life,0,1,0
1405630409737397_1572046299762473,0,Jessica Alba: “I’m Not the Smartest”,0,1,0
1405630409737397_1572209769746126,0,Latino Hottie Teaches Ellen Spanish and Makes Her Blush,0,1,0
1405630409737397_1572210309746072,0,11 Times Latinos Gave Foil A New Purpose In Life,0,1,0
1405630409737397_1572248609742242,0.6696,Hillary Clinton’s Best Trump Impersonation…Must-See!,0,0.471,0.529
1405630409737397_1572251479741955,0,Quiz: Can You Guess the Telenovela by the Screenshot?,0,1,0
1405630409737397_1572406099726493,0.2732,Quiz: How Well Do You Know the Lyrics to Selena’s “Amor Prohibido”?,0,0.84,0.16
1405630409737397_1572408433059593,0.1513,What Latinas Really want in Their Man,0,0.79,0.21
1405630409737397_1572624689704634,0.4696,"Quiz: Which Movie Cholo Are You? Miklo, Smiley or Angel?",0,0.746,0.254
1405630409737397_1572685509698552,0,Watch The Real Dolores Huerta Get Owned By The Woman Who Once Portrayed Her In A Movie,0,1,0
1405630409737397_1572738313026605,0.7096,Good Luck Trying To Get These Telenovela Theme Songs Out Of Your Head,0,0.651,0.349
1405630409737397_1572763879690715,0,"Lindsey Graham Just Confirmed Every Immigrant's Nightmare About Trump On ""The Daily Show""",0,1,0
1405630409737397_1572835446350225,0.5859,The One Instance Where Discrimination Didn’t Win,0,0.612,0.388
1405630409737397_1572854009681702,0.34,This Chola Went Crazy on Sandra Bullock and It was Amazing,0.158,0.592,0.25
1405630409737397_1572854293015007,0,These Photos Prove that Not Everyone Is About the Big Booty Life,0,1,0
1405630409737397_1572858479681255,0,These Memes Sum Up How Unfazed Latinas are after a Breakup,0,1,0
1405630409737397_1572858723014564,0.4404,6 Myths Latinas Can’t Live Down Thanks to Stereotypes on TV,0,0.756,0.244
1405630409737397_1572859029681200,0.3612,Quiz: What Will You Look Like in 25 years?,0,0.762,0.238
1405630409737397_1573204246313345,0,"Quiz: If You Were a Bottle of Tequila, Which Would You Be?",0,1,0
1405630409737397_1573292559637847,0.3182,Meet The American Soccer Fan Who Walks To Tijuana To Get His Fill Of Tacos And Soccer,0,0.874,0.126
1405630409737397_1573297499637353,0,These Photos Might Make You Change Your Mind About Avocados,0,1,0
1405630409737397_1573306006303169,0,These Young Mexican-Americans Just Wrote A Corrido For Bernie Sanders,0,1,0
1405630409737397_1573308372969599,0,Is Angel Cruz The Latino Sandra Bland?,0,1,0
1405630409737397_1573457006288069,0,Have You Ever Wondered Why Romeo Santos Always Poses The Same Way in Photos? Here’s Why,0,1,0
1405630409737397_1573461339620969,-0.1531,Some Of These Celebrities Had Such A Painful Awkward Past… But They Give Us Hope,0.245,0.598,0.158
1405630409737397_1573464282954008,0,Finally! Take This Quiz And Find Out Which Selena Quintanilla You Are,0,1,0
1405630409737397_1573474656286304,0,This White Guy Slayed At El Zapateado Y Bachata During His Wedding Dance And… It. Was. Epic,0,1,0
1405630409737397_1573499282950508,-0.1779,8 Non-Latinos Who Are Just As Obsessed With Selena As We Are,0.145,0.855,0
1405630409737397_1573503792950057,-0.5849,"Watch As This Mexican Kid Totally Kills It Dancing To ""Cuban Pete""",0.256,0.744,0
1405630409737397_1573987512901685,0,9 Times (And Counting) Mariah Was Shadier Than Slim Shady,0,1,0
1405630409737397_1573987852901651,-0.2023,Remember The Controversial ’P**o’ Chant? These Mexican Players Are Speaking Out,0.153,0.847,0
1405630409737397_1574044786229291,-0.4019,11 Times Diane Guerrero Used Her Own Experiences to Explain the Problems with U.S. Immigration,0.162,0.838,0
1405630409737397_1574045456229224,-0.8074,"Watch a High School Girl Savagely Take Down Her White, Male Teacher’s Idea Of What Racism Is",0.343,0.657,0
1405630409737397_1574045846229185,0,11 Latina Sexpectations The World Expects Us To Live Up To,0,1,0
1405630409737397_1574066072893829,-0.3182,Jennifer Lopez Let Loose On Carpool Karaoke With James Corden,0.204,0.796,0
1405630409737397_1574098822890554,0,Guess Which States Produce The Most Anti-Latino Tweets,0,1,0
1405630409737397_1574168396216930,0,11 Things Every Unmarried Latina Over 25 Has Heard,0,1,0
1405630409737397_1574185529548550,-0.7506,These People Failed Miserably At Relationships,0.615,0.385,0
1405630409737397_1574537479513355,-0.296,Marco Rubio Is Doing Everything He Possibly Can To Stop Donald Trump,0.167,0.833,0
1405630409737397_1574547916178978,0,There’s An Actual Episode Of ’Saved By The Bell’ Where Slater Finds Out He’s Mexican,0,1,0
1405630409737397_1574552336178536,0.6249,"Selena Makes A Great Latina Disney Princess, Just Sayin'",0,0.631,0.369
1405630409737397_1574555672844869,0,Quiz: Which Prima are You?,0,1,0
1405630409737397_1574716989495404,-0.4023,11 Times We Couldn't Handle Selena's Cuteness In Her Interviews,0.231,0.769,0
1405630409737397_1574738039493299,-0.6705,Latino Man Killed in Wisconsin For Not Speaking English,0.36,0.64,0
1405630409737397_1574800122820424,0.7003,"Danny Trejo Is A Better Batman Than Ben Affleck, A Better Superman Than Henry Cavill",0,0.655,0.345
1405630409737397_1574831339483969,0,7 Selena Quintanilla Outfits You Could Totally Pull Off Today,0,1,0
1405630409737397_1574849019482201,-0.3612,Check Out This Rare Selena Funeral News Footage Full Of Emotion,0.2,0.8,0
1405630409737397_1575112156122554,-0.5719,This Horror Story About Planes and Cannibalism Happened IRL,0.316,0.684,0
1405630409737397_1575161182784318,0,Selena Gomez has been Keeping a Secret… She Can Rap,0,1,0
1405630409737397_1575214449445658,-0.4215,11 Things That Give You Instant Regret After Having Sex,0.237,0.763,0
1405630409737397_1575273716106398,0,More Questions Than Answers After 13-Year-Old Latina’s Body Found In Texas,0,1,0
1405630409737397_1575289956104774,0,This Is What You Don't Tell To A Neighborhood That's Being Gentrified,0,1,0
1405630409737397_1575290819438021,0.4404,Texas Just Made It Harder For Undocumented Latinas To Get A Safe Abortion,0,0.791,0.209
1405630409737397_1575328966100873,0.875,Ok. Fine. Some Of These April Fool's Pranks Are Actually Pretty Amazing,0,0.421,0.579
1405630409737397_1575337486100021,0.5574,This Instagram Account Is Showing Us How Mexico's Rich Kids Really Live,0,0.753,0.247
1405630409737397_1575359019431201,0,"20 Doctors Crowd Around Salma Hayek In ER, Find Out Why",0,1,0
1405630409737397_1575559182744518,0,This Latina May Get Her Own ‘Fast & Furious’ Movie and It’s Not Michelle Rodriguez,0,1,0
1405630409737397_1575596369407466,0,Watch Sofía Vergara Answer Questions From The US Citizenship Test,0,1,0
1405630409737397_1575624946071275,0.5106,"One Of The World’s Top Recording Artists Reveals She’s Latina, Not Irish Like Everyone Thought",0,0.751,0.249
1405630409737397_1575672402733196,0,Teens Try to Explain The Weeknd Lyrics to a Mexican Tío,0,1,0
1405630409737397_1575701429396960,0,9 Reasons You HAVE TO Follow Vicente Fernandez on IG and Snap,0,1,0
1405630409737397_1575713332729103,0,She Went From Dropping A Mixtape At 18 To Touring The World Before She Turned 23,0,1,0
1405630409737397_1575733849393718,0,Foods Mexicans Cannot Eat without Limón,0,1,0
1405630409737397_1575757599391343,0,Chicano History Makes History in this Instagram Account,0,1,0
1405630409737397_1575790292721407,0,Disney Changes Drawings For This One Latina,0,1,0
1405630409737397_1575933252707111,0.2732,This is Why Gina Rodriguez Doesn’t Speak Spanish Well,0,0.792,0.208
1405630409737397_1575988602701576,-0.296,This is Why Latinas Have No Need to Watch Porn,0.196,0.804,0
1405630409737397_1576019189365184,0,Here’s 12 Reasons Why You Keep the Sticker on Your Cap,0,1,0
1405630409737397_1576031679363935,0,"Quiz: Guys, What’s Your Mexican Nickname? Gordo, Prieto or Chato?",0,1,0
1405630409737397_1576063622694074,-0.561,Think about this Sad Reality Next Time You Drink a Mojito,0.287,0.713,0
1405630409737397_1576095742690862,0,Hillary Clinton Was Asked about this Race-Related Question and Here’s How She Answered,0,1,0
1405630409737397_1576095862690850,-0.3071,"Mexican TV Co-Host is Sexually Harassed Live on Camera, but It Might Not Be What You Think",0.123,0.877,0
1405630409737397_1576096326024137,-0.2484,13 Mexican Sayings that Sound Really Weird When They’re Translated Literally,0.166,0.834,0
1405630409737397_1576101522690284,0.3612,J.Lo Looked Like a Quinceañera at Every Red Carpet 10 Years Ago,0,0.8,0.2
1405630409737397_1576245992675837,0.3612,"Venezuelan Reporter Yuvi Pallarés Gets Naked to Deliver the News, Like Totally Naked",0,0.828,0.172
1405630409737397_1576250972675339,-0.7713,"This Prison is So Dangerous, Even the Guards Won’t Go In",0.426,0.574,0
1405630409737397_1576330666000703,0.2944,Fashion Crimes That Are Totally Okay IF You’re In Selena’s Band,0,0.82,0.18
1405630409737397_1576363099330793,-0.6124,Pro-Immigrant Church Defaced In Chicago With Racist Messages,0.364,0.636,0
1405630409737397_1576363489330754,-0.1604,7 Celebrity Outfits From The ’90s That Are So Bad They’re Good,0.238,0.564,0.198
1405630409737397_1576363825997387,0,QUIZ: Know Your Latino Baseball Stars? Guess By Their Caps.,0,1,0
1405630409737397_1576508605982909,-0.6486,This Old Interview with Selena’s Killer Will Probably Send Shivers Down Your Spine,0.264,0.736,0
1405630409737397_1576540229313080,-0.4019,These 7 Narcocorridos Will Probably Piss You Off… Or Make You Dance,0.213,0.787,0
1405630409737397_1576540759313027,0,Beyonce Chooses Unlikely Latina Model For Her New Clothing Campaign,0,1,0
1405630409737397_1576582299308873,0,Tacos Before Vatos: Why We Single Ladies Live By This Motto,0,1,0
1405630409737397_1576694282631008,0.5267,These Super Fast Border Wall Climbers Show You How Ineffective A Border Wall Is,0.091,0.671,0.238
1405630409737397_1576714409295662,0,"This Janitor Started From The Bottom… And Then, He Invented Hot Cheetos",0,1,0
1405630409737397_1576746959292407,0.4767,Watch These Latino Movies And Try To Say You Aren’t Proud To Be A Latino,0,0.807,0.193
1405630409737397_1576749882625448,0,French Fashion Designer Gets Called Out for Copying Indigenous Oaxacan Clothing Design,0,1,0
1405630409737397_1576751435958626,-0.7783,A Guy from New Mexico was Arrested for Stealing His Mom’s Pozole,0.43,0.57,0
1405630409737397_1576766425957127,0,You Can’t Make It through this List of Mexican Candy without Making Your Mouth Water,0,1,0
1405630409737397_1576768302623606,0,It Took A Mexican-Canadian Construction Worker Less Than A Minute To Put Donald Trump In His Place,0,1,0
1405630409737397_1577056182594818,0,Watch This Latina Actress Distance Herself From Donald Trump,0,1,0
